,titles,authors,ratings,num_ratings,id,img,description,pages,genre,format
16629,"The White Lioness (Kurt Wallander, #3)",Tony Kushner,3.84,16364,39801,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1169315341l/39801._SY475_.jpg, ,,set(),
16630,"Little House on Rocky Ridge (Little House: The Rocky Ridge Years, #1)",Margaret Weis,3.87,16081,854252,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348247752l/854252.jpg, ,,set(),
16631,Angels in America,Henning Mankell,4.32,14333,72003,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1170797663l/72003._SY475_.jpg, ,,set(),
16632,Staying Fat for Sarah Byrnes,Roger Lea MacBride,3.95,13096,51740,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435028275l/51740._SX318_.jpg, ,,set(),
16633,Mind's Eye (Inspector Van Veeteren #1),Tony Kushner,3.61,9520,20193924,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1462820916l/20193924._SY475_.jpg, ,,set(),
16634,"Track of the Cat (Anna Pigeon, #1)",Chris Crutcher,3.85,15523,76706,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1326365792l/76706.jpg, ,,set(),
16635,Winter Moon,Håkan Nesser,3.84,15697,268559,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347808490l/268559.jpg, ,,set(),
16636,Charms for the Easy Life,Nevada Barr,4.02,11809,15796,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440647542l/15796._SY475_.jpg, ,,set(),
16637,Ocean Sea,Dean Koontz,4.12,13658,208631,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1342711676l/208631.jpg, ,,set(),
16638,"The Hand of Chaos (The Death Gate Cycle, #5)",Kaye Gibbons,4.06,17138,28482,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327837169l/28482.jpg, ,,set(),
16639,"The Chronicles of Pern: First Fall (Pern, #12)",Alessandro Baricco,4.04,15055,96463,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348975559l/96463.jpg, ,,set(),
16640,"To Green Angel Tower, Part 1 (Memory, Sorrow, and Thorn, #3; Part 1)",Margaret Weis,4.20,17500,795034,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309992858l/795034.jpg, ,,set(),
16641,Manhunting,Anne McCaffrey,3.77,14584,33737,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1392156095l/33737.jpg,"A timeless tale from the first name in romantic comedy - Jennifer Crusie!  OBJECTIVE: Find Man Must be Rich, Handsome, and Successful  Kate Svenson is attractive, successful, a brilliant businesswoman - and miserable. After three failed engagements, she realises it's time for a PLAN...and organised, detailed agenda with a clear goal: finding Mr. Right.  The Cabins resort is ripe with eligible bachelors, all rich, distinguished and ambitious - just her type. And they're dropping like flies around her...at least, that's how Jake Templeton views the situation. After he's stuck pulling her latest reject out of the swimming pool, Jake's convinced this femme fatale is trouble. Especially for him.  But can a man who's sworn off ambition for good and a woman hanging from the top of the corporate ladder find common ground in the unpredictable territory called the heart, where the word proposal takes on a very different meaning...?",328 pages,"{'Contemporary', 'Fiction', 'Chick Lit', 'Contemporary Romance', 'Romance', 'Womens Fiction', 'Humor'}",Hardcover
16642,Honor Among Thieves,Tad Williams,3.84,14886,79006,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1316131242l/79006.jpg, ,,set(),
16643,City of Djinns: A Year in Delhi,Jennifer Crusie,4.10,9387,124430,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327731460l/124430.jpg, ,,set(),
16644,"Everywhere That Mary Went (Rosato & Associates, #1)",Jeffrey Archer,3.80,11029,307644,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348776408l/307644.jpg, ,,set(),
16645,"Gai-Jin (Asian Saga, #3)",William Dalrymple,3.86,12292,42929,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389738197l/42929.jpg, ,,set(),
16646,Race Matters,Lisa Scottoline,4.11,9434,250825,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403181946l/250825.jpg, ,,set(),
16647,"Snow White, Blood Red",James Clavell,3.73,6440,141024,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387746798l/141024.jpg, ,,set(),
16648,"The Curse of the Mummy's Tomb (Goosebumps, #5)",Cornel West,3.67,11933,125601,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328867783l/125601.jpg, ,,set(),
16649,Against a Dark Background,Ellen Datlow,4.11,14005,422452,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1174599757l/422452.jpg, ,,set(),
16650,Castles (Crown's Spies #4),(Editor),4.13,14183,107775,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1418609208l/107775.jpg,"Orphaned and besieged Princess Alesandra knew that only hasty marriage to an Englishman could protect her from the turmoil in her own land. To the amusement of her makeshift guardian, Colin, younger brother of the Marquess of Caineswood, the bold raven-haired beauty instantly captivated London society. But when Alesandra was nearly abducted by her unscrupulous countrymen, the fighting instincts that won Colin a knighthood for valor were rekindled.  Deceiving himself that he wanted only to protect her, Colin swept her into a union meant to be a marriage in name alone ... yet Alesandra's tender first kiss and hesitant caress ignited a wildfire in his soul. As the lovely princess dashed headlong into unforeseen dangers, Colin would follow, knowing he must claim her as his own forever. Now he would risk life itself before he would lose this sweet, tempestuous angel ...",354 pages,"{'Historical Romance', 'Regency', 'Historical', 'Historical Fiction', 'Romance'}",
16651,When I Was Puerto Rican,R.L. Stine,4.02,9754,25419,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1311716146l/25419.jpg, ,,set(),
16652,Owen,Iain M. Banks,4.25,17057,635083,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1415585883l/635083.jpg, ,,set(),
16653,"Whatever Happened to Janie? (Janie Johnson, #2)",Julie Garwood,3.67,12328,260037,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388871217l/260037.jpg, ,,set(),
16654,Zlata's Diary: A Child's Life in Wartime Sarajevo,Esmeralda Santiago,3.74,8598,47301,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309281872l/47301.jpg, ,,set(),
16655,Time for Bed,Kevin Henkes,4.17,15048,835495,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347387574l/835495.jpg, ,,set(),
16656,Grandfather's Journey,Caroline B. Cooney,4.13,15228,208146,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403355395l/208146.jpg, ,,set(),
16657,Having Our Say: The Delany Sisters' First 100 Years,Zlata Filipović,4.15,13198,792938,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403192701l/792938.jpg, ,,set(),
16658,"The Magic of You (Malory-Anderson Family, #4)",Mem Fox,4.18,13075,350710,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1173986285l/350710.jpg, ,,set(),
16659,"Ruby (Landry, #1)",Allen Say,3.93,11628,563457,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1321683452l/563457.jpg,"In the heart of the bayou, Ruby Landry lives a simple, happy life. But innocence can't last forever... The only family Ruby Landry has ever known are her loving guardian, Grandmère Catherine, a Cajun spiritual healer, and her drunken, outcast Grandpère Jack. Although thinking about her dead mother and mysterious father sometimes makes her feel as mournful as the wind sighing through the Spanish moss, Ruby is grateful for all she has. Her life is filled with hope and promise...especially when her attraction for handsome Paul Tate blossoms into a mysterious, wonderful love. But Paul's wealthy parents forbid him to associate with a poor Landry, and Grandmère urges her to follow her dream of becoming a great painter, foreseeing a time when Ruby will be surrounded with riches in the dazzling city of New Orleans! Yet she cannot know how close that uncertain future looms.... In a faded photograph, Ruby glimpses for the first time the image of her father -- and learns of a shameful deception and a shocking scheme of blackmail that now must come to light. Stunned by these revelations, she is devastated when Grandmère dies, leaving her to seek out her father in his vast New Orleans mansion. There, in a house of lies, madness, and cruel torment, Ruby clings to her memories of Paul to keep her heart alive. For only their love can save her now....",448 pages,"{'Horror', 'Young Adult', 'Romance', 'Fiction'}",
16660,Strip Tease,Sarah L. Delany,3.84,13744,13074,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1428259144l/13074.jpg, ,,set(),
16661,"Flyy Girl (Flyy Girl, #1)",Johanna Lindsey,4.24,12103,290039,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1415677404l/290039.jpg, ,,set(),
16662,"Rama Revealed (Rama, #4)",V.C. Andrews,3.74,12271,112517,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1375814909l/112517.jpg, ,,set(),
16663,"Bone, Vol. 2: The Great Cow Race (Bone, #2)",Carl Hiaasen,4.27,13325,106126,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1497683827l/106126._SX318_.jpg, ,,set(),
16664,A Path with Heart: A Guide Through the Perils and Promises of Spiritual Life,Omar Tyree,4.26,9364,143675,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347674650l/143675.jpg, ,,set(),
16665,"Junie B. Jones and a Little Monkey Business (Junie B. Jones, #2)",Arthur C. Clarke,3.99,11394,1167,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353101552l/1167.jpg, ,,set(),
16666,The Three Little Wolves and the Big Bad Pig,Jeff Smith,4.20,11762,839077,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348325585l/839077.jpg, ,,set(),
16667,Streets of Laredo,Jack Kornfield,3.93,11755,54812,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1371294481l/54812.jpg, ,,set(),
16668,Talk Before Sleep,Barbara Park,3.94,10486,127390,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320494451l/127390.jpg, ,,set(),
16669,On Becoming Baby Wise: Giving Your Infant the Gift of Nighttime Sleep,Eugene Trivizas,3.62,11660,300650,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442952647l/300650.jpg, ,,set(),
16670,"Masques (Sianim, #1 / Aralorn, #1)",Larry McMurtry,3.89,10241,285224,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1245316307l/285224.jpg, ,,set(),
16671,Come As You Are: The Story of Nirvana,Elizabeth Berg,4.04,7867,104961,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1365316660l/104961.jpg, ,,set(),
16672,Winds of Fury (Valdemar: Mage Winds #3),Gary Ezzo,4.05,12678,13994,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388200530l/13994.jpg, ,,set(),
16673,"Desert Heat (Joanna Brady, #1)",Patricia Briggs,4.00 ,10594,530643,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1562439163l/530643.jpg, ,,set(),
16674,"Be Careful What You Wish For... (Goosebumps, #12)",Michael Azerrad,3.66,9435,125545,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388541885l/125545.jpg, ,,set(),
16675,Complicity,Mercedes Lackey,3.85,11114,12014,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328396807l/12014.jpg, ,,set(),
16676,"Durable Goods (Katie Nash, #1)",J.A. Jance,3.83,8734,909142,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388628158l/909142.jpg, ,,set(),
16677,"The Leader In You: How to Win Friends, Influence People and Succeed in a Changing World",R.L. Stine,4.09,4100,4873,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1533002108l/4873._SY475_.jpg, ,,set(),
16678,"The Vicious Vet (Agatha Raisin, #2)",Iain Banks,3.72,11461,181667,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1316728488l/181667.jpg, ,,set(),
16679,Tony and Susan,Elizabeth Berg,3.14,7086,2177370,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1475834983l/2177370.jpg, ,,set(),
16680,When a Crocodile Eats the Sun: A Memoir of Africa,Dale Carnegie,4.14,7622,144214,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344268027l/144214.jpg, ,,set(),
16681,Mark of the Lion Trilogy,M.C. Beaton,4.77,10820,95602,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349032180l/95602.jpg, ,,set(),
16682,"Let's Get Invisible! (Goosebumps, #6)",(Alias),3.53,8842,125562,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328867792l/125562.jpg, ,,set(),
16683,Self-Editing for Fiction Writers: How to Edit Yourself Into Print,Austin Wright,4.21,5481,180467,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356023889l/180467.jpg, ,,set(),
16684,The Hammer of Eden,Peter Godwin,3.46,10348,5056,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403177988l/5056._SY475_.jpg, ,,set(),
16685,"Ageless Body, Timeless Mind: The Quantum Alternative to Growing Old",Francine Rivers,4.07,9494,836512,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333578683l/836512.jpg, ,,set(),
16686,"Junie B. Jones and Her Big Fat Mouth (Junie B. Jones, #3)",R.L. Stine,3.98,10108,958276,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353109760l/958276.jpg, ,,set(),
16687,"Two Old Women: An Alaskan Legend of Betrayal, Courage and Survival",Renni Browne,4.02,8554,127810,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348013323l/127810.jpg, ,,set(),
16688,"Free Fall (Elvis Cole, #4)",Ken Follett,4.15,11351,292210,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436334236l/292210._SY475_.jpg, ,,set(),
16689,"The Hunter's Moon (The Chronicles of Faerie, #1)",Deepak Chopra,3.81,5644,398479,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387238306l/398479.jpg, ,,set(),
16690,Drawing Blood,Barbara Park,4.03,9265,47588,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1420794434l/47588.jpg, ,,set(),
16691,Red Azalea,Velma Wallis,3.85,7940,92936,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320508694l/92936.jpg, ,,set(),
16692,Vurt (Vurt #1),Robert Crais,4.06,8276,17401136,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1361253092l/17401136.jpg, ,,set(),
16693,"Death in a Strange Country (Commissario Brunetti, #2)",O.R. Melling,3.88,9971,48323,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1402875415l/48323.jpg, ,,set(),
16694,"The Ghost Next Door (Goosebumps, #10)",Poppy Z. Brite,3.74,8371,125549,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328867787l/125549.jpg, ,,set(),
16695,"Devil's Waltz (Alex Delaware, #7)",Anchee Min,3.94,9554,172944,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1341254825l/172944.jpg,"The doctors call it Munchausen by proxy, the terrifying disease that causes parents to induce illness in their own children. Now, in his most frightening case, Dr. Alex Delaware may have to prove that a child's own mother or father is making her sick. Twenty-one-month-old Cassie Jones is bright, energetic, the picture of health. Yet her parents rush her to the emergency room night after night with medical symptoms no doctor can explain. Cassie's parents seem sympathetic and deeply concerned. Her favorite nurse is a model of devotion. Yet when child psychologist Alex Delaware is called in to investigate, instinct tells him that one of them may be a monster. Then a physician at the hospital is brutally murdered. A shadowy death is revealed. And Alex and his friend LAPD detective Milo Sturgis have only hours to uncover the link between these shocking events and the fate of an innocent child.   From the Paperback edition.",495 pages,"{'Thriller', 'Mystery', 'Crime', 'Fiction'}",
16696,Wouldn't Take Nothing for My Journey Now,Jeff Noon,4.28,8244,13210,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390364161l/13210.jpg, ,,set(),
16697,"The Call of Earth (Homecoming, #2)",Donna Leon,3.58,10760,7971,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388374032l/7971.jpg, ,,set(),
16698,A Wizard Abroad,R.L. Stine,4.01,11143,116564,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1303797089l/116564.jpg, ,,set(),
16699,Montana 1948,Jonathan Kellerman,3.80,9482,781653,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1342102477l/781653.jpg, ,,set(),
16700,Youth in Revolt: The Journals of Nick Twisp,Maya Angelou,4.02,9030,10050,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1519482466l/10050.jpg, ,,set(),
16701,Culture and Imperialism,Orson Scott Card,4.15,4314,22135,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1345517972l/22135.jpg, ,,set(),
16702,Foxfire: Confessions of a Girl Gang,Diane Duane,3.79,6808,156222,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1172261802l/156222.jpg, ,,set(),
16703,Berlin Noir: March Violets / The Pale Criminal / A German Requiem (Bernie Gunther #1-3),Larry Watson,4.21,7860,236814,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388175786l/236814.jpg, ,,set(),
16704,Sweet Water,C.D. Payne,3.35,6574,578950,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400887173l/578950.jpg, ,,set(),
16705,"The Cereal Murders (A Goldy Bear Culinary Mystery, #3)",Edward W. Said,3.87,9946,442347,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403179335l/442347.jpg, ,,set(),
16706,"Beggars in Spain (Sleepless, #1)",Joyce Carol Oates,3.94,7013,68333,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437801941l/68333._SY475_.jpg, ,,set(),
16707,"Johnny and the Dead (Johnny Maxwell, #2)",Philip Kerr,3.79,9034,34528,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391549664l/34528.jpg, ,,set(),
16708,"The Black Book (Inspector Rebus, #5)",Christina Baker Kline,3.95,9414,77489,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388265738l/77489.jpg, ,,set(),
16709,"Pronto (Raylan Givens, #1)",Diane Mott Davidson,3.75,8277,85211,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1326486354l/85211.jpg, ,,set(),
16710,Why I Assassinated Mahatma Gandhi,Nancy Kress,4.02,2886,16142926,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432057278l/16142926._SY475_.jpg, ,,set(),
16711,What Jane Austen Ate and Charles Dickens Knew: From Fox Hunting to Whist—the Facts of Daily Life in 19th-Century England,Terry Pratchett,3.85,5086,1987,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328499755l/1987.jpg, ,,set(),
16712,Dead Man Walking: The Eyewitness Account of the Death Penalty That Sparked a National Debate,Ian Rankin,4.09,6572,133793,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372038703l/133793.jpg, ,,set(),
16713,"Damia's Children (The Tower and the Hive, #3)",Elmore Leonard,3.90,9786,61940,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327134058l/61940.jpg, ,,set(),
16714,A Night in the Lonesome October,Nathuram Godse,4.22,6658,62005,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1274492048l/62005.jpg,The bestselling author of the Amber series creates a delightful and dramatic period fantasy populated by talking dogs and characters from popular legend. Accompanying and amplifying the text are a series of 31 full-page illustrations by one of the masters of bizarre and horrif,280 pages,"{'Horror', 'Fantasy', 'Halloween', 'Fiction', 'Mystery', 'Humor', 'Holiday'}",
16715,"The First Chronicles of Druss the Legend (The Drenai Saga, #6)",Daniel Pool,4.33,9937,526071,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403192873l/526071.jpg, ,,set(),
16716,Darkest Hour,Helen Prejean,3.85,7997,563452,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1381040437l/563452.jpg, ,,set(),
16717,"The Curse of the Mistwraith (Wars of Light and Shadow, #1)",Anne McCaffrey,3.76,5057,28660,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328835513l/28660.jpg,"The world of Athera lives in eternal fog, its skies obscured by the malevolent Mistwraith. Only the combined powers of two half-brothers can challenge the Mistwraith’s stranglehold: Arithon, Master of Shadow and Lysaer, Lord of Light.  Arithon and Lysaer will find that they are inescapably bound inside a pattern of events dictated by their own deepest convictions. Yet there is more at stake than one battle with the Mistwraith – as the sorcerers of the Fellowship of Seven know well. For between them the half-brothers hold the balance of the world, its harmony and its future, in their hands.",830 pages,"{'High Fantasy', 'Epic Fantasy', 'Fiction', 'Fantasy'}",
16718,Vanished,Roger Zelazny,3.81,7460,419560,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320417629l/419560.jpg, ,,set(),
16719,Always Running,David Gemmell,4.03,6278,112148,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348605782l/112148.jpg, ,,set(),
16720,The Sculptress,V.C. Andrews,3.96,8727,41325,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1392392547l/41325.jpg, ,,set(),
16721,"When True Night Falls (The Coldfire Trilogy, #2)",Janny Wurts,4.14,9178,33835,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309209925l/33835.jpg, ,,set(),
16722,Dangerous,Danielle Steel,3.96,8318,247373,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388452664l/247373.jpg,"From a magnificent ballroom ablaze with lights to an imposing country house steeped in shadows comes a breathtaking tale of an impetuous miss--and a passion that leads to peril...  At five and twenty, Prudence Merryweather knew very well the risks a woman took by visiting a gentleman in the dead of night. But bearding the notorious Earl of Angelstone in his den was the only way to stop him from engaging her hot-headed brother in a duel. And that was why she found herself ushered into Sebastian's forbidding presence at three in the morning--and thoroughly kissed before dawn.  She was a country-bred innocent--and an intriguing experience for a man who dwelt more in the shadows than in the sunshine. Yet as her boldness drew Prue into one dangerous episode after another, Sebastian found himself torn between a raging hunger to possess her and a driving need to protect her. And the reckless beauty would soon need all the protection she could get...",352 pages,"{'Historical Romance', 'Regency', 'Historical', 'Historical Fiction', 'Fiction', 'Romance', 'Mystery'}",
16723,"The Eye in the Door (Regeneration, #2)",Luis J. Rodríguez,4.06,7327,151928,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1439173585l/151928._SY475_.jpg, ,,set(),
16724,Private Scandals,Minette Walters,3.91,7451,114151,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309202850l/114151.jpg, ,,set(),
16725,Where There's Smoke,C.S. Friedman,3.96,6940,30349,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1168064236l/30349._SY475_.jpg, ,,set(),
16726,"Piano Lessons Can Be Murder (Goosebumps, #13)",Amanda Quick,3.56,6718,125560,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328868218l/125560.jpg, ,,set(),
16727,"One for the Money (Stephanie Plum, #1)",Janet Evanovich,4.04,459478,6853,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1316730230l/6853.jpg, ,,set(),
16728,The Wind-Up Bird Chronicle,Haruki Murakami,4.17,197738,11275,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327872639l/11275.jpg, ,,set(),
16729,Midnight in the Garden of Good and Evil,John Berendt,3.92,205074,386187,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1427166915l/386187.jpg, ,,set(),
16730,"Wizard's First Rule (Sword of Truth, #1)",Terry Goodkind,4.13,217468,43889,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385248539l/43889.jpg, ,,set(),
16731,"The Alienist (Dr. Laszlo Kreizler, #1)",Caleb Carr,4.06,135231,40024,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388256626l/40024.jpg, ,,set(),
16732,Snow Falling on Cedars,David Guterson,3.83,157975,77142,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479863528l/77142.jpg, ,,set(),
16733,Insomnia,Stephen King,3.81,127644,10585,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1557597698l/10585._SY475_.jpg, ,,set(),
16734,Walk Two Moons,Sharon Creech,3.96,143949,53496,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389035862l/53496.jpg, ,,set(),
16735,Long Walk to Freedom,Nelson Mandela,4.34,59016,318431,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327997342l/318431.jpg, ,,set(),
16736,"Lord of Chaos (The Wheel of Time, #6)",Robert Jordan,4.13,117443,35231,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1480096417l/35231._SY475_.jpg, ,,set(),
16737,The Chamber,John Grisham,3.79,117347,5355,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388336784l/5355.jpg, ,,set(),
16738,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,Richard Preston,4.12,90139,16213,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1413747743l/16213.jpg, ,,set(),
16739,Bird by Bird: Some Instructions on Writing and Life,Anne Lamott,4.24,70527,12543,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1394996112l/12543.jpg, ,,set(),
16740,Built to Last: Successful Habits of Visionary Companies,James C. Collins,3.99,53918,4122,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1412047084l/4122.jpg, ,,set(),
16741,By the River Piedra I Sat Down and Wept,Paulo Coelho,3.57,82003,1428,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466877798l/1428._SY475_.jpg, ,,set(),
16742,"The Beekeeper's Apprentice (Mary Russell and Sherlock Holmes, #1)",Laurie R. King,4.07,65383,91661,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390284148l/91661.jpg, ,,set(),
16743,"Stones from the River (Burgdorf Cycle, #1)",Ursula Hegi,4.08,90331,77163,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1366513909l/77163.jpg, ,,set(),
16744,Corelli's Mandolin,Louis de Bernières,3.98,73876,3388,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479680795l/3388._SY475_.jpg, ,,set(),
16745,Prozac Nation,Elizabeth Wurtzel,3.59,52407,227603,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1282607176l/227603.jpg, ,,set(),
16746,"Blood of Elves (Witcher, #1)",Andrzej Sapkowski,4.17,58888,6043781,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1443278828l/6043781._SY475_.jpg, ,,set(),
16747,"The Laughing Corpse (Anita Blake, Vampire Hunter, #2)",Laurell K. Hamilton,4.12,75760,15309,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388183342l/15309.jpg, ,,set(),
16748,"Born in Fire (Born In Trilogy, #1)",Nora Roberts,4.22,65299,43604960,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1547782312l/43604960._SY475_.jpg, ,,set(),
