au_ge,authors,avg_rating,bow,description,format,genre,id,img,isbn,key_words,num_ratings,page,ratings,titles,tot_rating,year_pub
,André Gide,,andrégide fiction cultural france classics europeanliterature frenchliterature soul endangering azure jeromes love whole world seems steeped suppress everything paris jerome palissier spends many summers uncles house cousin alissa delicate boy growing mind gradually becomes convinced beautiful falls deeply interests decides normandy countryside body salvation,"A delicate boy growing up in Paris, Jerome Palissier spends many summers at his uncle's house in the Normandy countryside, where the whole world seems 'steeped in azure'. There he falls deeply in love with his cousin Alissa and she with him. But gradually Alissa becomes convinced that Jerome's love for her is endangering his soul. In the interests of his salvation, she decides to suppress everything that is beautiful in herself - in both mind and body.",paperback,"Fiction, Cultural, France, Classics, European Literature, French Literature",469406,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347378560l/469406.jpg,9781595690623.0,soul endangering azure jeromes love whole world seems steeped suppress everything paris jerome palissier spends many summers uncles house cousin alissa delicate boy growing mind gradually becomes convinced beautiful falls deeply interests decides normandy countryside body salvation,"3,415 ratings",104.0,3.6,,,
,John Milton,,johnmilton poetry classics fiction literature text established included new literal transl collations known manuscripts chronology latin greek miltons poetry available original sources first complete annotated edition one volume paperback verbal variants recorded works italian,"The first complete annotated edition of Milton's poetry available in a one-volume paperback. The text is established from original sources, with collations of all known manuscripts, chronology and verbal variants recorded. Works in Latin, Greek and Italian are included with new literal transl",paperback,"Poetry, Classics, Fiction, Literature",16802,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386926249l/16802.jpg,9780385023511.0,text established included new literal transl collations known manuscripts chronology latin greek miltons poetry available original sources first complete annotated edition one volume paperback verbal variants recorded works italian,"3,872 ratings",672.0,4.06,,,
,G.K. Chesterton,,gkchesterton fiction philosophy classics christian religion naive roman catholic comic adventures whose allegorical levels vigorously explore fanatically held opinions — leading ball whimsy serialized story novels possible meanings appraising crazy plot challenging readers humor fantasy farce like much explores proposed atheist book form never fought inspire pleasures colorful style amusing puns profound cloaking serious religious host sparkling philosophical inquiry british publication devout zealous hot dispute delighting chestertons second novel first appeared theism cross chronicles commonwealth reveals famous provided inspiration witty two scotsmen one melodrama chesterton g k fiction heady mixture theology duel well america real life debate books many intriguing qualities mr gardner alerts clever paradoxes atheism martin gardners superb introduction,"Like much of G. K. Chesterton's fiction, The Ball and the Cross is both witty and profound, cloaking serious religious and philosophical inquiry in sparkling humor and whimsy. Serialized in the British publication The Commonwealth in 1905-06, Chesterton's second novel first appeared in book form in America in 1909, delighting and challenging readers with its heady mixture of fantasy, farce, and theology. The plot of The Ball and the Cross chronicles a hot dispute between two Scotsmen, one a devout but naive Roman Catholic, the other a zealous but naive atheist. Their fanatically held opinions—leading to a duel that is proposed but never fought—inspire a host of comic adventures whose allegorical levels vigorously explore the debate between theism and atheism. Martin Gardner's superb introduction to The Ball and the Cross reveals the real-life debate between Chesterton and a famous atheist that provided inspiration for the story, and it explores some of the novel's possible allegorical meanings. Appraising the book's many intriguing philosophical qualities, Mr. Gardner alerts readers as well to the pleasures of its ""colorful style . . . amusing puns and clever paradoxes . . . and the humor and melodrama of its crazy plot.""",paperback,"Fiction, Philosophy, Classics, Christian, Religion",259052,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389339798l/259052.jpg,9780486288055.0,naive roman catholic comic adventures whose allegorical levels vigorously explore fanatically held opinions — leading ball whimsy serialized story novels possible meanings appraising crazy plot challenging readers humor fantasy farce like much explores proposed atheist book form never fought inspire pleasures colorful style amusing puns profound cloaking serious religious host sparkling philosophical inquiry british publication devout zealous hot dispute delighting chestertons second novel first appeared theism cross chronicles commonwealth reveals famous provided inspiration witty two scotsmen one melodrama chesterton g k fiction heady mixture theology duel well america real life debate books many intriguing qualities mr gardner alerts clever paradoxes atheism martin gardners superb introduction,"2,006 ratings",208.0,4.03,,,
,Władysław Stanisław Reymont,,władysławstanisławreymont europeanliterature polishliterature classics fiction academic school repeatable rhythm suggestive picture reality peasants — autumn published material customs behaviour spiritual culture composition calendar richness doctrines fact authenticity knowledge four parts represents didactic exemplifications write village doctrinal ideas eternal colourful country community believe people tetralogy strict simplicity polish villages plot mentality early th century historical events rather life parallel reader winter spring took place various volumes signal repertoire described sense functionality boundaries reymont placed chłopi novel astonishes biblical books relationship human division underlines significant influence peasant regulates greek myths complete nature decided created compared impresses writer summer season brought experience religion one vegetational cycle titles also ’ author sharply drawn individual portraits,"Each of the four parts represents a season in the life of the peasants — Autumn (published in 1904), Winter (published in 1904), Spring (published in 1906), and Summer (published in 1909). This division underlines the relationship of human life with nature.  Reymont decided to write about peasant life because of historical events, which took place in Polish villages in the early 20th century. The fact that the author was brought up in a village has a significant influence on the novel’s plot.  In Chłopi, Reymont created a more complete and suggestive picture of country life than any other Polish writer. The novel impresses the reader with its authenticity of the material reality, customs, behaviour and spiritual culture of the people. The composition of the novel astonishes the reader with its strict simplicity and functionality. The titles of the various volumes signal a tetralogy in one vegetational cycle, which regulates the eternal and repeatable rhythm of village life. Parallel to that rhythm is a calendar of religion and customs, also repeatable. In such boundaries Reymont placed a colourful country community with sharply drawn individual portraits. The repertoire of human experience and the richness of spiritual life, which can be compared with the repertoire of Biblical books and Greek myths, has no doctrinal ideas or didactic exemplifications. The author of Chłopi does not believe in doctrines, but rather in his own knowledge of life, the mentality of the people described, and his sense of reality.",hardcover,"European Literature, Polish Literature, Classics, Fiction, Academic, School",1841723,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1189074060l/1841723.jpg,,repeatable rhythm suggestive picture reality peasants — autumn published material customs behaviour spiritual culture composition calendar richness doctrines fact authenticity knowledge four parts represents didactic exemplifications write village doctrinal ideas eternal colourful country community believe people tetralogy strict simplicity polish villages plot mentality early th century historical events rather life parallel reader winter spring took place various volumes signal repertoire described sense functionality boundaries reymont placed chłopi novel astonishes biblical books relationship human division underlines significant influence peasant regulates greek myths complete nature decided created compared impresses writer summer season brought experience religion one vegetational cycle titles also ’ author sharply drawn individual portraits,"2,781 ratings",616.0,3.16,,,
,P.G. Wodehouse,,pgwodehouse fiction humor classics humor comedy find later novels likely characters especially fish real meat found prejudices three entertainment features tale friendship pair eventually overcome old etonian psmith early wodehouse novel p satisfying conclusion wrykyn book gripped descriptions boarding school mike introduced sporting story plot reaches matches water silent wodehouses immortal creations become stars even readers uninterested two boys seriously good cricketer cricket unlikely alliance new sedleigh full forms others elegant one hostility,"An early Wodehouse novel, this is both a sporting story and a tale of friendship between two boys at boarding school. Mike (introduced in Mike at Wrykyn) is a seriously good cricketer who forms an unlikely alliance with old Etonian Psmith ('the P is silent') after they both find themselves fish out of water at a new school, Sedleigh. Full of entertainment, the plot reaches a satisfying conclusion as the pair eventually overcome the hostility of others and their own prejudices to become stars. Even readers uninterested in cricket are likely to be gripped by descriptions of matches, but the real meat of the book is to be found in the characters, especially the elegant Psmith, one of Wodehouse's immortal creations, who features in three of his later novels.",paperback,"Fiction, Humor, Classics, Humor, Comedy",953232,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348073756l/953232.jpg,9781421833903.0,find later novels likely characters especially fish real meat found prejudices three entertainment features tale friendship pair eventually overcome old etonian psmith early wodehouse novel p satisfying conclusion wrykyn book gripped descriptions boarding school mike introduced sporting story plot reaches matches water silent wodehouses immortal creations become stars even readers uninterested two boys seriously good cricketer cricket unlikely alliance new sedleigh full forms others elegant one hostility,"2,100 ratings",244.0,4.04,,,
,James E. Talmage,,jamesetalmage religion christianity lds history religion church nonfiction lds mormonism historical spirituality religion christianity lds ldsnonfiction decline condition significance priesthood investigators offers great apostasy clear understanding important evidences restoration james e talmages thorough discussion summary missionaries modern times final extinction reestablishment primitive church helpful,James E. Talmage's thorough discussion of the significance of the great apostasy as a condition for the reestablishment of the Church in modern times. A summary of the most important evidences of the decline and final extinction of the primitive church. Helpful for missionaries and investigators. Offers a clear understanding of the apostasy and the restoration of the priesthood.,,"Religion, Christianity, Lds, History, Religion, Church, Nonfiction, Lds, Mormonism, Historical, Spirituality, Religion, Christianity, Lds, Lds Non Fiction",1102987,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1418843306l/1102987.jpg,9780875798431.0,decline condition significance priesthood investigators offers great apostasy clear understanding important evidences restoration james e talmages thorough discussion summary missionaries modern times final extinction reestablishment primitive church helpful,"1,902 ratings",176.0,4.27,,,
,Maurice Leblanc,,mauriceleblanc mystery classics fiction cultural france mystery crime europeanliterature frenchliterature adventure mystery detective novels roman arsène lupin est mort en tout cas cest ce que le monde lair de croire lors dun cambriolage nocturne au château dambrumésy mlle saint véran tire sur un rôdeur mais son cadavre reste introuvable quelques jours plus tard la jeune femme enlevée et corps retrouvé inanimé à côté celui darsène comme par hasard document renfermant secret laiguille creuse disparaît même temps isidore beautrelet lui ne croit ni ces faits qui senchaînent trop facilement du gentleman cambrioleur il décide donc denquêter,"Arsène Lupin est mort ! En tout cas, c'est ce que tout le monde a l'air de croire : lors d'un cambriolage nocturne au château d'Ambrumésy, Mlle de Saint-Véran tire sur un rôdeur mais son cadavre reste introuvable. Quelques jours plus tard, la jeune femme est enlevée et son corps est retrouvé inanimé, à côté de celui d'Arsène Lupin. Comme par hasard, le document renfermant le secret de l'Aiguille creuse disparaît en même temps... Isidore Beautrelet, lui, ne croit ni à ces faits qui s'enchaînent trop facilement ni à la mort du gentleman-cambrioleur. Il décide donc d'enquêter...",mass market paperback,"Mystery, Classics, Fiction, Cultural, France, Mystery, Crime, European Literature, French Literature, Adventure, Mystery, Detective, Novels, Roman",141213,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333605949l/141213.jpg,9782253001416.0,arsène lupin est mort en tout cas cest ce que le monde lair de croire lors dun cambriolage nocturne au château dambrumésy mlle saint véran tire sur un rôdeur mais son cadavre reste introuvable quelques jours plus tard la jeune femme enlevée et corps retrouvé inanimé à côté celui darsène comme par hasard document renfermant secret laiguille creuse disparaît même temps isidore beautrelet lui ne croit ni ces faits qui senchaînent trop facilement du gentleman cambrioleur il décide donc denquêter,"1,962 ratings",192.0,3.94,,,
,Zane Grey,,zanegrey westerns fiction classics historical historicalfiction print culturally important part curated reading experience books may conducted attempt made best efforts believe quality assurance occasional errors imperfections introduced work book back elected digitization process though remove continuing commitment pre historical reproduction bring impede preservation printed works worldwide,This is a pre-1923 historical reproduction that was curated for quality. Quality assurance was conducted on each of these books in an attempt to remove books with imperfections introduced by the digitization process. Though we have made best efforts - the books may have occasional errors that do not impede the reading experience. We believe this work is culturally important and have elected to bring the book back into print as part of our continuing commitment to the preservation of printed works worldwide.,paperback,"Westerns, Fiction, Classics, Historical, Historical Fiction",121178,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348777708l/121178.jpg,9781426438011.0,print culturally important part curated reading experience books may conducted attempt made best efforts believe quality assurance occasional errors imperfections introduced work book back elected digitization process though remove continuing commitment pre historical reproduction bring impede preservation printed works worldwide,"1,855 ratings",212.0,3.86,,,
,Alfred Kubin,,alfredkubin fantasy fiction horror europeanliterature germanliterature fantasy weirdfiction sort subconscious kubin us alfred atmosphere side tells combination illustrations major graphic artists widely known becomes fantastic evocations journey mysterious city created deep grotesque also th century writers creation asia perle depths edgar allan poe called lands nightmare resembles mervyn peake mystery baedeker hoffmann gustav meyrink darkly decadent balzac e dream kingdom one fear half,"The Other Side tells of a dream kingdom which becomes a nightmare, of a journey to Perle, a mysterious city created deep in Asia, which is also a journey to the depths of the subconscious. Or as Kubin himself called it, 'a sort of Baedeker for those lands which are half known to us'.  Alfred Kubin (1877-1959) was one of the major graphic artists of the 20th century who was widely known for his illustrations of writers of the fantastic such as Balzac, E.T.A. Hoffmann, Gustav Meyrink and Edgar Allan Poe. In his combination of the darkly decadent, the fantastic and the grotesque, in his evocations of dream and nightmare, his creation of an atmosphere of mystery and fear he resembles Mervyn Peake.",paperback,"Fantasy, Fiction, Horror, European Literature, German Literature, Fantasy, Weird Fiction",847735,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328495092l/847735.jpg,9781873982693.0,sort subconscious kubin us alfred atmosphere side tells combination illustrations major graphic artists widely known becomes fantastic evocations journey mysterious city created deep grotesque also th century writers creation asia perle depths edgar allan poe called lands nightmare resembles mervyn peake mystery baedeker hoffmann gustav meyrink darkly decadent balzac e dream kingdom one fear half,"1,128 ratings",320.0,3.84,,,
,Sigrid Undset,,sigridundset historical historicalfiction fiction classics europeanliterature scandinavianliterature literature eleventh century courage story action beautiful spoiled vigdis gunnarsdatter men alone woman set take norway iceland wanted restores intelligence violence repeatedly defending familiar world governed saga age undsets beginning historical romance gunnars daughter depicts characters driven man rebuilds adversity unrelenting social code propels casually raped passion autonomy child conceived happiness toughened destroys raises life love time vengefulness themes familys honor,"Set in Norway and Iceland at the beginning of the eleventh century, this is the story of the beautiful, spoiled Vigdis Gunnarsdatter, who is casually raped by the man she had wanted to love. A woman of courage and intelligence, Vigdis is toughened by adversity. Alone she raises the child conceived in violence, repeatedly defending her autonomy in a world governed by men. Alone she rebuilds her life and restores her family's honor, until an unrelenting social code propels her to take the action that again destroys her happiness. More than a historical romance, Gunnar's Daughter depicts characters driven by passion and vengefulness, themes as familiar in Undset's own time - and in ours - as they were in the Saga Age.",paperback,"Historical, Historical Fiction, Fiction, Classics, European Literature, Scandinavian Literature, Literature",6226,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924494l/6226.jpg,9780141180205.0,eleventh century courage story action beautiful spoiled vigdis gunnarsdatter men alone woman set take norway iceland wanted restores intelligence violence repeatedly defending familiar world governed saga age undsets beginning historical romance gunnars daughter depicts characters driven man rebuilds adversity unrelenting social code propels casually raped passion autonomy child conceived happiness toughened destroys raises life love time vengefulness themes familys honor,985 ratings,161.0,4.18,,,
,Beatrix Potter,,beatrixpotter childrens classics childrens picturebooks fiction animals mrs tiggy winkle beatrix potters series story miss moppet appley dapplys nursery rhymes cecily parsleys tailor two bad mice pie patty pan pickles lives difficult indeed customers loved mr jeremy fisher little books number fierce rabbit ginger cat kept tale pay less keen flopsy bunnies johnny town mouse buy squirrel nutkin pig robinson gloucester pigling bland samuel whiskers terrier tom kitten credit making poor tittlemouse ran popular shop peter tod provisions jemima puddle duck timmy tiptoes follows titles gret deal benjamin bunny,"Ginger and Pickles (a terrier and a ginger cat) kept a very popular shop. Their customers loved to buy their provisions there, but they were less keen to pay for them and ran up a gret deal of credit, making poor Ginger and Pickles lives very difficult indeed.  The Tale of Ginger and Pickles is number 18 in Beatrix Potter's series of 23 little books, the titles of which are as follows:  1 The Tale of Peter Rabbit 2 The Tale of Squirrel Nutkin 3 The Tailor of Gloucester 4 The Tale of Benjamin Bunny 5 The Tale of Two Bad Mice 6 The Tale of Mrs. Tiggy-Winkle 7 The Tale of Mr. Jeremy Fisher 8 The Tale of Tom Kitten 9 The Tale of Jemima Puddle-Duck 10 The Tale of the Flopsy Bunnies 11 The Tale of Mrs. Tittlemouse 12 The Tale of Timmy Tiptoes 13 The Tale of Johnny Town-Mouse 14 The Tale of Mr. Tod 15 The Tale of Pigling Bland 16 The Tale of Samuel Whiskers 17 The Tale of The Pie and the Patty-Pan 18 The Tale of Ginger and Pickles 19 The Tale of Little Pig Robinson 20 The Story of a Fierce Bad Rabbit 21 The Story of Miss Moppet 22 Appley Dapply's Nursery Rhymes 23 Cecily Parsley's Nursery Rhymes",hardcover,"Childrens, Classics, Childrens, Picture Books, Fiction, Animals",608727,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1345804904l/608727.jpg,9780723247876.0,mrs tiggy winkle beatrix potters series story miss moppet appley dapplys nursery rhymes cecily parsleys tailor two bad mice pie patty pan pickles lives difficult indeed customers loved mr jeremy fisher little books number fierce rabbit ginger cat kept tale pay less keen flopsy bunnies johnny town mouse buy squirrel nutkin pig robinson gloucester pigling bland samuel whiskers terrier tom kitten credit making poor tittlemouse ran popular shop peter tod provisions jemima puddle duck timmy tiptoes follows titles gret deal benjamin bunny,"1,513 ratings",58.0,3.8,,,
,H.G. Wells,,hgwells classics fiction feminism romance europeanliterature britishliterature quickly falls truly free make father forbids student london determined choice soon finds fresh start family home married academic suffragettes — meets fascinating description attending one womans sexual awakening price fashionable ball search world twenty passionate independence live headstrong ann veronica stanley life decides place freedom comes optimistic depiction intellectuals socialists love leave imperial college biology brilliant capes womens suffrage movement offers,"Twenty-one, passionate and headstrong, Ann Veronica Stanley is determined to live her own life. When her father forbids her attending a fashionable ball, she decides she has no choice but to leave her family home and make a fresh start in London. There, she finds a world of intellectuals, socialists and suffragettes — a place where, as a student in biology at Imperial College, she can be truly free. But when she meets the brilliant Capes, a married academic, and quickly falls in love, she soon finds that freedom comes at a price.  A fascinating description of the women's suffrage movement, Ann Veronica offers an optimistic depiction of one woman's sexual awakening and search for independence.",paperback,"Classics, Fiction, Feminism, Romance, European Literature, British Literature",283860,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1311647673l/283860.jpg,9780141441092.0,quickly falls truly free make father forbids student london determined choice soon finds fresh start family home married academic suffragettes — meets fascinating description attending one womans sexual awakening price fashionable ball search world twenty passionate independence live headstrong ann veronica stanley life decides place freedom comes optimistic depiction intellectuals socialists love leave imperial college biology brilliant capes womens suffrage movement offers,932 ratings,352.0,3.56,,,
